Estado civil,Modo de aplicacion,Orden de aplicacion,Carrera,Jornada,Nivel educativo previo,Nota educacion previa,Nacionalidad,Educacion madre,Educacion padre,Ocupacion madre,Ocupacion padre,Nota de admisión,Desplazado,Necesidades educativas especiales,Deudor,Pago de matricula al dia,Genero,Becado,Edad de ingreso,Internacional,Creditos homologados 1er semestre,Materias inscritas 1er semestre,Evaluaciones 1er semestre,Materias aprobadas 1er semestre,Promedio 1er semestre,Materias sin evaluacion 1er semestre,Creditos homologados 2do semestre,Materias inscritas 2do semestre,Evaluaciones 2do semestre,Materias aprobadas 2do semestre,Promedio 2do semestre,Materias sin evaluación 2do semestre,Tasa de desempleo,Tasa de inflacion,PIB,Resultado
Soltero,3ra fase,1,Turismo,Diurna,Secundaria,118,Portugués,Básica ciclo 2,Básica ciclo 2,Servicios,Servicios,123.3,Sí,No,No,Sí,Hombre,No,26,No,0,6,10,4,10,0,0,6,11,3,12,0,9.4,-0.8,-3.12,Enrolled
Soltero,2da fase,1,Administración,Diurna,Secundaria,123,Portugués,Secundaria completa,Básica ciclo 3,Técnico,Administrativo,122,No,No,No,Sí,Hombre,No,19,No,0,5,7,3,12.33333333,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
Soltero,1ra fase general,5,Turismo,Diurna,Secundaria,120,Portugués,Grado,Básica ciclo 3,Técnico,No calificado,114.8,Sí,No,No,No,Hombre,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
Soltero,Especialización tecnológica,1,Multimedia,Diurna,Especialización tecnológica,140,Portugués,Grado,Grado,Profesional,Profesional,140,No,No,Sí,Sí,Hombre,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Graduate
Soltero,Cambio institución,1,Marketing,Diurna,Secundaria,126,Portugués,Grado,Grado,Directivo,Fuerzas armadas,111,No,No,Sí,Sí,Hombre,No,21,No,5,11,12,10,12.1,0,2,8,9,8,13.33333333,0,11.1,0.6,2.02,Graduate
Soltero,1ra fase general,2,Periodismo,Diurna,Secundaria,137,Portugués,Secundaria completa,Básica ciclo 3,Obrero calificado,Obrero calificado,133.2,Sí,No,No,Sí,Mujer,Sí,19,No,0,6,7,6,14.71428571,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
Soltero,1ra fase general,3,Periodismo,Diurna,Secundaria,130,Portugués,Básica ciclo 3,Básica ciclo 3,No calificado,No calificado,123,Sí,No,No,Sí,Mujer,No,18,No,0,6,6,6,12.66666667,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,Graduate
Soltero,Ciclo corto,1,Agronomía,Diurna,Técnico,150,Portugués,Secundaria completa,Básica ciclo 2,Operador maquinaria,Operador maquinaria,150,No,No,No,Sí,Mujer,Sí,23,No,7,12,14,12,14.38461538,0,5,10,12,10,13.3,0,8.9,1.4,3.51,Graduate
Soltero,2da fase,3,Administración,Diurna,Secundaria,147,Portugués,Básica ciclo 3,Básica ciclo 2,Servicios,Obrero calificado,132.3,Sí,No,No,Sí,Mujer,Sí,18,No,0,5,5,5,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate
Soltero,3ra fase,1,Enfermería,Diurna,Secundaria,140,Portugués,Primaria,Básica ciclo 2,Servicios,Obrero calificado,126,Sí,No,No,Sí,Mujer,No,18,No,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,12.7,3.7,-1.7,Graduate
Soltero,1ra fase general,3,Enfermería,Diurna,Secundaria,132,Portugués,Básica ciclo 2,Básica ciclo 2,No calificado,No calificado,119.3,Sí,No,No,Sí,Mujer,No,19,No,0,8,8,7,11.98857143,0,0,8,8,7,11.98857143,0,10.8,1.4,1.74,Graduate
Soltero,Ciclo corto,1,Administración,Diurna,Técnico,130,Portugués,Secundaria completa,Básica ciclo 3,143,172,133.8,Sí,No,No,Sí,Mujer,No,21,No,6,11,17,11,11.54545455,0,3,9,13,8,12.88888889,0,8.9,1.4,3.51,Graduate
Soltero,1ra fase general,1,Veterinaria,Diurna,Secundaria,130,Portugués,Primaria,Primaria,No calificado,Agricultura,126.5,Sí,No,No,Sí,Mujer,Sí,18,No,0,6,13,6,16.46153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,Graduate
Soltero,1ra fase general,1,Periodismo,Diurna,Secundaria,151,Portugués,Básica ciclo 2,Primaria,No calificado,Servicios,138.4,Sí,No,No,Sí,Mujer,Sí,24,No,0,6,7,6,13.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,Graduate
Soltero,1ra fase general,4,Enfermería,Diurna,Secundaria,144,Portugués,Grado,Especialización tecnológica,Profesional,Técnico,129,Sí,No,No,Sí,Mujer,No,18,No,0,7,8,7,12.65,0,0,8,9,8,13.41111111,0,16.2,0.3,-0.92,Dropout
Soltero,1ra fase general,1,Marketing,Diurna,Secundaria,127,Portugués,Básica ciclo 3,Secundaria completa,Servicios,Obrero calificado,118.3,Sí,No,No,Sí,Mujer,No,18,No,0,6,7,6,12.33333333,0,0,6,10,3,12,0,13.9,-0.3,0.79,Enrolled
Soltero,2da fase,2,Enfermería,Diurna,Secundaria,131,Portugués,Básica ciclo 3,Primaria,No calificado,Obrero calificado,129.8,Sí,No,No,Sí,Mujer,No,20,No,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,Graduate
Soltero,2da fase,2,Veterinaria,Diurna,Secundaria,123,Portugués,Secundaria completa,Básica ciclo 3,Administrativo,No calificado,113.6,Sí,No,No,Sí,Mujer,No,19,No,0,5,13,3,12,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Enrolled
Soltero,1ra fase general,5,Periodismo,Diurna,Secundaria,130,Portugués,Desconocido,Básica ciclo 2,Estudiante,Operador maquinaria,128.3,Sí,No,No,No,Mujer,Sí,18,No,0,6,12,3,12,0,0,6,15,3,10.66666667,0,7.6,2.6,0.32,Dropout
Soltero,Cambio carrera,1,Turismo,Diurna,Secundaria,130,Portugués,Secundaria completa,Básica ciclo 3,Servicios,Obrero calificado,130,No,No,No,Sí,Mujer,Sí,19,No,0,6,11,4,12,0,0,6,14,3,11,0,10.8,1.4,1.74,Dropout
Soltero,2da fase,2,Educación básica,Diurna,Secundaria,131,Portugués,Secundaria completa,Básica ciclo 2,Administrativo,Operador maquinaria,121.9,Sí,No,No,Sí,Mujer,No,19,No,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,Graduate
Soltero,1ra fase general,5,Trabajo social,Diurna,Grado,135,Portugués,Secundaria completa,Básica ciclo 2,No calificado,Técnico,129.4,No,No,Sí,Sí,Mujer,No,18,No,0,6,6,6,12.16666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,Graduate
Soltero,1ra fase general,2,Educación básica,Diurna,Secundaria,123,Portugués,Básica ciclo 3,Secundaria completa,194,103,115.3,Sí,No,No,Sí,Mujer,No,20,No,0,7,8,6,13.5,0,0,7,8,6,14,0,11.1,0.6,2.02,Enrolled
Soltero,1ra fase general,5,Enfermería,Diurna,Secundaria,145,Portugués,Básica ciclo 2,Básica ciclo 2,No calificado,No calificado,125.5,Sí,No,No,Sí,Mujer,Sí,18,No,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate
Soltero,2da fase,6,Higiene oral,Diurna,Secundaria,118,Portugués,Básica ciclo 2,Básica ciclo 2,Servicios,Servicios,117.8,Sí,No,No,Sí,Mujer,Sí,19,No,0,7,11,6,12.4,0,0,7,8,6,12.8,0,11.1,0.6,2.02,Graduate
Soltero,2da fase,3,Administración,Diurna,Secundaria,125,Portugués,Grado,Básica ciclo 2,Profesional,Fuerzas armadas,118.7,Sí,No,No,Sí,Mujer,No,18,No,0,5,16,4,10.66666667,0,0,5,11,2,12,0,13.9,-0.3,0.79,Enrolled
Soltero,1ra fase general,2,Enfermería,Diurna,Secundaria,152,Portugués,Primaria,Primaria,No calificado,No calificado,139,Sí,No,No,Sí,Mujer,No,18,No,0,7,7,6,14.33333333,0,0,7,7,6,14.33333333,0,7.6,2.6,0.32,Graduate
Soltero,1ra fase general,1,Veterinaria,Diurna,Secundaria,101,Portugués,Secundaria completa,Primaria,Administrativo,No calificado,98.9,Sí,No,No,Sí,Mujer,No,21,No,0,6,12,4,12.5,0,0,6,13,2,12.66666667,0,11.1,0.6,2.02,Enrolled
Soltero,2da fase,1,Turismo,Diurna,Secundaria,137,Portugués,Desconocido,Básica ciclo 2,Estudiante,Obrero calificado,137.7,Sí,No,Sí,No,Mujer,No,19,No,0,6,14,1,10,0,0,6,13,0,0,0,7.6,2.6,0.32,Dropout
Soltero,1ra fase general,4,Enfermería,Diurna,Secundaria,123,Portugués,Secundaria completa,Secundaria completa,Técnico,Técnico,113.6,Sí,No,No,Sí,Mujer,No,21,No,0,7,8,7,14.69625,0,0,8,9,8,14.62222222,0,12.4,0.5,1.79,Graduate
Soltero,1ra fase general,1,Veterinaria,Diurna,Secundaria,120,Portugués,Maestría,Secundaria completa,Profesional,No calificado,113.4,No,No,No,Sí,Mujer,No,18,No,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,Enrolled
Soltero,2da fase,3,Higiene oral,Diurna,Secundaria,131,Portugués,Básica ciclo 3,Básica ciclo 2,No calificado,Obrero calificado,128.5,No,No,No,Sí,Mujer,Sí,18,No,0,7,9,7,12.85555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,Graduate
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,141,Portugués,Secundaria completa,Secundaria completa,Técnico,Fuerzas armadas,142.8,No,No,No,Sí,Mujer,No,18,No,0,7,7,7,13.7,0,0,8,9,8,13.99444444,0,11.1,0.6,2.02,Graduate
Soltero,1ra fase general,1,Equinocultura,Diurna,Secundaria,144,Portugués,Grado,Secundaria completa,Directivo,Técnico,137.7,No,No,No,No,Mujer,No,23,No,0,5,9,0,0,3,1,5,10,1,12,3,10.8,1.4,1.74,Dropout
Soltero,1ra fase general,1,Trabajo social,Diurna,Secundaria,107,Portugués,Básica ciclo 3,Primaria,Obrero calificado,Obrero calificado,103.5,Sí,No,No,Sí,Mujer,No,20,No,0,6,13,3,11.2,0,0,6,9,4,12,0,16.2,0.3,-0.92,Enrolled
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,133,Portugués,Básica ciclo 2,Básica ciclo 2,Servicios,Servicios,123.2,No,No,No,Sí,Mujer,No,18,No,0,7,7,7,13.28571429,0,0,8,9,8,13.33333333,0,16.2,0.3,-0.92,Graduate
Soltero,2da fase,2,Educación básica,Diurna,Secundaria,126,Portugués,Secundaria completa,Básica ciclo 3,Profesional,Fuerzas armadas,126,Sí,No,No,Sí,Mujer,No,19,No,0,6,9,5,13,0,0,6,8,5,10.4,0,7.6,2.6,0.32,Enrolled
Soltero,Mayor de 23,1,Enfermería,Diurna,Secundaria,133.1,Portugués,Secundaria completa,Básica ciclo 2,Técnico,Obrero calificado,121.7,No,No,No,Sí,Mujer,Sí,27,No,0,7,8,6,12.6,0,0,7,9,6,11.68571429,0,12.4,0.5,1.79,Enrolled
Soltero,2da fase,1,Administración,Diurna,Secundaria,147,Portugués,Primaria,Primaria,No calificado,Agricultura,142.8,Sí,No,Sí,No,Mujer,Sí,19,No,0,5,5,5,12.8,0,0,5,5,4,12,0,11.1,0.6,2.02,Enrolled
Soltero,Cambio carrera,1,Equinocultura,Diurna,Secundaria,120,Portugués,Secundaria completa,Básica ciclo 3,No calificado,No calificado,120,Sí,No,No,Sí,Mujer,No,21,No,0,6,14,5,11.5,1,0,6,13,5,11,1,15.5,2.8,-4.06,Dropout
Soltero,3ra fase,1,Enfermería,Diurna,Secundaria,130,Portugués,Primaria,Básica ciclo 2,Obrero calificado,Operador maquinaria,119.3,Sí,No,No,Sí,Mujer,Sí,19,No,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,Graduate
Soltero,Especialización tecnológica,1,Trabajo social,Diurna,Secundaria,120,Portugués,Primaria,Primaria,Agricultura,No calificado,121,No,No,No,Sí,Mujer,Sí,21,No,3,6,6,6,12.33333333,0,2,6,8,6,11.33333333,0,13.9,-0.3,0.79,Graduate
Soltero,1ra fase general,5,Periodismo,Diurna,Secundaria,138,Portugués,Básica ciclo 3,Básica ciclo 3,No calificado,No calificado,139.4,Sí,No,No,Sí,Mujer,No,18,No,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,Graduate
Soltero,2da fase,1,Veterinaria,Diurna,Secundaria,124,Portugués,Básica ciclo 3,Básica ciclo 2,Obrero calificado,Obrero calificado,113.9,Sí,No,No,Sí,Mujer,Sí,20,No,0,5,8,5,12,1,0,5,8,4,15,1,12.7,3.7,-1.7,Graduate
Soltero,1ra fase general,1,Educación básica,Diurna,Secundaria,133,Portugués,Primaria,Primaria,No calificado,Obrero calificado,124.6,Sí,No,No,Sí,Mujer,Sí,18,No,0,6,8,5,13,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,Graduate
Soltero,2da fase,1,Diseño comunicación,Diurna,Secundaria,122,Portugués,Secundaria completa,Secundaria completa,Administrativo,Operador maquinaria,123.8,Sí,No,Sí,No,Mujer,Sí,18,No,0,6,6,6,11.83333333,0,0,6,8,6,11,0,12.7,3.7,-1.7,Dropout
Soltero,1ra fase general,3,Veterinaria,Diurna,Secundaria,138,Portugués,Secundaria completa,Grado,Administrativo,Administrativo,126.3,Sí,No,No,Sí,Mujer,No,18,No,0,6,8,6,14,0,0,6,9,6,13.33333333,0,8.9,1.4,3.51,Graduate
Soltero,2da fase,4,Periodismo,Diurna,Secundaria,134,Portugués,Secundaria completa,Secundaria completa,Técnico,Técnico,120.4,Sí,No,No,Sí,Mujer,Sí,18,No,0,6,6,6,12.33333333,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
Soltero,1ra fase general,3,Enfermería,Diurna,Secundaria,128,Portugués,Secundaria completa,Secundaria completa,Obrero calificado,Obrero calificado,120.5,Sí,No,No,Sí,Mujer,Sí,19,No,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,Enrolled
Soltero,Ciclo corto,1,Veterinaria,Diurna,Técnico,140,Portugués,Básica ciclo 3,Básica ciclo 2,Operador maquinaria,No calificado,144.9,Sí,No,Sí,No,Mujer,No,23,No,7,11,18,11,13.16666667,0,4,9,15,8,13.33333333,0,8.9,1.4,3.51,Enrolled
Soltero,Mayor de 23,1,Veterinaria,Diurna,Educación básica,133.1,Portugués,Básica ciclo 3,Básica ciclo 3,Administrativo,No calificado,139.9,Sí,No,No,Sí,Mujer,Sí,24,No,1,6,7,6,12.5,0,0,6,11,6,12.83333333,0,8.9,1.4,3.51,Graduate
Soltero,1ra fase general,1,Multimedia,Diurna,Secundaria,142,Portugués,Secundaria completa,Secundaria completa,Técnico,Técnico,133.3,Sí,No,No,Sí,Mujer,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
Soltero,1ra fase general,3,Enfermería,Diurna,Secundaria,141,Portugués,Básica ciclo 3,Básica ciclo 3,No calificado,No calificado,126,Sí,No,No,Sí,Mujer,No,18,No,0,8,8,7,15.65714286,0,0,8,8,7,15.65714286,0,12.7,3.7,-1.7,Graduate
Soltero,1ra fase general,2,Diseño comunicación,Diurna,Secundaria,145,Portugués,Secundaria completa,Básica ciclo 3,Administrativo,Técnico,133.5,No,No,No,Sí,Mujer,No,19,No,0,6,6,6,12.16666667,0,0,6,6,6,11.33333333,0,12.7,3.7,-1.7,Graduate
Soltero,2da fase,2,Educación básica,Diurna,Secundaria,145,Portugués,Básica ciclo 2,Básica ciclo 3,Administrativo,No calificado,127.9,Sí,No,No,Sí,Mujer,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
Soltero,1ra fase general,1,Trabajo social,Diurna,Secundaria,108,Portugués,Secundaria completa,Básica ciclo 2,Servicios,Operador maquinaria,105.9,No,No,No,Sí,Mujer,Sí,20,No,0,6,11,5,10.6,0,0,6,9,5,11.16666667,0,11.1,0.6,2.02,Enrolled
Soltero,1ra fase general,1,Veterinaria,Diurna,Secundaria,132,Portugués,Secundaria completa,Otro 11,Administrativo,Servicios,124.3,No,No,No,Sí,Mujer,No,20,No,0,6,10,6,13.42857143,0,0,6,11,5,12.66666667,0,13.9,-0.3,0.79,Enrolled
Soltero,Mayor de 23,1,Periodismo,Diurna,Secundaria,140,Portugués,Desconocido,Primaria,Estudiante,Estudiante,102.5,No,No,No,Sí,Mujer,No,26,No,0,6,8,4,11.75,0,0,6,12,0,0,0,7.6,2.6,0.32,Dropout
Soltero,Mayor de 23,1,Turismo,Diurna,Educación básica,133.1,Portugués,Básica ciclo 3,Secundaria completa,No calificado,Servicios,97,No,No,Sí,No,Hombre,No,36,No,0,5,10,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
Soltero,2da fase,1,Multimedia,Diurna,Secundaria,128,Portugués,Secundaria completa,Secundaria completa,Administrativo,Fuerzas armadas,134.7,No,No,No,No,Hombre,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Dropout
Soltero,Transferencia,1,Ing. Informática,Diurna,Secundaria,120,Portugués,Básica ciclo 3,Primaria,No calificado,No calificado,113.8,No,No,No,No,Hombre,No,27,No,0,5,0,0,0,0,0,5,0,0,0,0,15.5,2.8,-4.06,Dropout
Soltero,1ra fase general,4,Ing. Informática,Diurna,Secundaria,120,Portugués,Grado,Secundaria completa,123,152,116.9,No,No,No,Sí,Hombre,No,18,No,0,5,9,1,13,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
Soltero,1ra fase general,4,Enfermería,Diurna,Secundaria,139,Portugués,Primaria,Básica ciclo 2,No calificado,No calificado,124,Sí,No,No,Sí,Hombre,Sí,18,No,0,8,8,7,13.33142857,0,0,8,8,7,13.33142857,0,10.8,1.4,1.74,Graduate
Soltero,Mayor de 23,1,Diseño comunicación,Diurna,Secundaria,139.3,Portugués,Básica ciclo 2,Básica ciclo 2,Servicios,Servicios,117.5,No,No,No,Sí,Hombre,No,28,No,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
Soltero,Especialización tecnológica,1,Multimedia,Diurna,Especialización tecnológica,150,Portugués,Básica ciclo 3,Secundaria completa,No calificado,No calificado,154.8,Sí,No,No,Sí,Hombre,No,21,No,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Graduate
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,138,Portugués,Básica ciclo 3,Primaria,Administrativo,No calificado,141,No,No,No,Sí,Hombre,No,19,No,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate
Soltero,Mayor de 23,1,Marketing,Diurna,Secundaria incompleta,133.1,Portugués,Educación superior incompleta,Técnico profesional,Técnico,Técnico,120,No,No,Sí,No,Hombre,No,26,No,0,5,5,0,0,0,0,5,5,0,0,5,9.4,-0.8,-3.12,Dropout
Soltero,Cambio institución,1,Ing. Informática,Diurna,Secundaria,136,Portugués,Secundaria completa,Básica ciclo 3,Técnico,Servicios,133.6,Sí,No,No,Sí,Hombre,No,20,No,4,9,12,9,13.45454545,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout
Soltero,1ra fase general,6,Enfermería,Diurna,Secundaria,134,Portugués,Básica ciclo 2,Básica ciclo 2,No calificado,No calificado,122,Sí,No,No,Sí,Hombre,No,19,No,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate
Soltero,1ra fase general,1,Administración,Diurna,Secundaria,140,Portugués,Básica ciclo 3,Básica ciclo 3,Obrero calificado,Técnico,120,Sí,No,No,Sí,Hombre,No,21,No,0,5,8,3,10,0,0,5,10,4,11,0,12.7,3.7,-1.7,Dropout
Soltero,Ciclo corto,1,Marketing,Diurna,Técnico,110,Portugués,Secundaria completa,Básica ciclo 3,No calificado,No calificado,114.2,No,No,No,Sí,Hombre,Sí,23,No,0,6,7,5,13,0,0,6,7,6,12.85714286,0,8.9,1.4,3.51,Graduate
Soltero,Mayor de 23,1,Trabajo social (noche),Nocturna,Básica ciclo 2,133.1,Portugués,Básica ciclo 2,Primaria,Administrativo,Operador maquinaria,95.5,No,No,No,Sí,Hombre,No,29,No,0,6,11,6,12,0,0,6,6,6,14,0,11.1,0.6,2.02,Graduate
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,129,Portugués,Secundaria completa,Secundaria completa,No calificado,No calificado,120,No,No,No,Sí,Hombre,No,20,No,0,8,8,7,15.02857143,0,0,8,8,7,15.02857143,0,12.7,3.7,-1.7,Graduate
Soltero,1ra fase general,1,Trabajo social,Diurna,Secundaria,116,Portugués,Secundaria completa,Básica ciclo 3,Servicios,No calificado,111.1,No,No,No,Sí,Hombre,No,18,No,0,6,8,6,12,0,0,6,7,6,11.71428571,0,15.5,2.8,-4.06,Graduate
Soltero,1ra fase general,1,Periodismo,Diurna,Secundaria,130,Portugués,Secundaria completa,Básica ciclo 2,Técnico,Servicios,128.6,Sí,No,No,Sí,Hombre,No,19,No,0,6,8,5,12,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Graduate
Soltero,Otra carrera,1,Higiene oral,Diurna,Grado,130,Portugués,Secundaria completa,Primaria,Administrativo,Operador maquinaria,130,No,No,No,No,Hombre,No,23,No,3,7,7,3,13.66666667,0,3,8,8,3,11.33333333,4,10.8,1.4,1.74,Dropout
Soltero,1ra fase general,1,Multimedia,Diurna,Secundaria,116,Portugués,Básica ciclo 2,Secundaria completa,Servicios,Directivo,111.1,No,No,No,Sí,Hombre,No,21,No,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
Soltero,2da fase,1,Administración,Diurna,Secundaria,136,Portugués,Secundaria completa,Secundaria completa,No calificado,Técnico,122.7,Sí,No,No,Sí,Hombre,No,18,No,0,5,6,5,12,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,Enrolled
Soltero,1ra fase general,1,Multimedia,Diurna,Secundaria,147,Portugués,Primaria,Básica ciclo 3,Obrero calificado,Obrero calificado,134.4,Sí,No,No,Sí,Hombre,Sí,18,No,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
Soltero,1ra fase general,5,Diseño comunicación,Diurna,Secundaria,117,Portugués,Básica ciclo 3,Primaria,Servicios,Servicios,131,Sí,No,Sí,No,Hombre,No,21,No,0,6,6,1,14,0,0,6,7,0,0,7,9.4,-0.8,-3.12,Dropout
Soltero,Cambio institución,1,Trabajo social,Diurna,Secundaria,141,Portugués,Secundaria completa,Secundaria completa,Servicios,No calificado,125,No,No,No,Sí,Hombre,No,22,No,0,6,6,0,0,0,0,6,7,0,0,0,11.1,0.6,2.02,Dropout
Soltero,3ra fase,1,Higiene oral,Diurna,Secundaria,133.1,Portugués,Grado,Básica ciclo 3,Profesional,Operador maquinaria,106,Sí,No,No,Sí,Hombre,No,21,No,0,7,8,7,12.375,0,0,7,11,5,12.58333333,0,8.9,1.4,3.51,Graduate
Soltero,Mayor de 23,1,Enfermería,Diurna,Secundaria,133.1,Portugués,Básica ciclo 2,Básica ciclo 3,No calificado,No calificado,128,Sí,No,No,No,Hombre,No,32,No,0,7,0,0,0,0,0,8,0,0,0,0,16.2,0.3,-0.92,Dropout
Soltero,Otra carrera,1,Agronomía,Diurna,Grado,120,Portugués,Secundaria completa,Básica ciclo 3,Administrativo,Directivo,120,Sí,No,No,Sí,Hombre,No,27,No,14,18,21,18,11.42105263,0,10,13,16,13,11.07692308,1,15.5,2.8,-4.06,Graduate
Soltero,1ra fase general,1,Enfermería,Diurna,Secundaria,148,Portugués,Básica ciclo 3,Básica ciclo 2,No calificado,Operador maquinaria,134.8,Sí,No,No,Sí,Hombre,No,18,No,0,7,7,6,13.35,0,0,7,7,6,13.35,0,7.6,2.6,0.32,Graduate
Soltero,Mayor de 23,1,Diseño comunicación,Diurna,Secundaria,130,Portugués,Secundaria completa,Secundaria completa,Servicios,Técnico,112,Sí,No,No,Sí,Hombre,Sí,24,No,0,6,6,6,15,0,0,6,6,2,16,0,15.5,2.8,-4.06,Graduate
Soltero,1ra fase general,1,Equinocultura,Diurna,Secundaria,120,Portugués,Básica ciclo 3,Primaria,Directivo,No calificado,116.1,Sí,No,No,Sí,Hombre,No,22,No,0,5,9,2,10.5,0,0,5,5,0,0,0,12.7,3.7,-1.7,Dropout
Soltero,Cambio carrera,1,Equinocultura,Diurna,Secundaria,120,Portugués,Pregrado,Grado,Técnico,Profesional,120,Sí,No,No,No,Hombre,No,22,No,0,6,0,0,0,0,0,4,6,0,0,2,10.8,1.4,1.74,Dropout
Soltero,1ra fase general,3,Administración,Diurna,Secundaria,133,Portugués,Primaria,Primaria,No calificado,Servicios,119.7,Sí,No,No,Sí,Hombre,No,19,No,0,5,8,5,13.25,0,0,5,6,5,11.83333333,0,13.9,-0.3,0.79,Graduate
Soltero,2da fase,6,Ing. Informática,Diurna,Secundaria,129,Portugués,Primaria,13,Administrativo,Otro,117.1,Sí,No,No,Sí,Hombre,No,19,No,0,5,10,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
Soltero,1ra fase general,2,Veterinaria,Diurna,Secundaria,118,Portugués,Secundaria completa,Básica ciclo 3,Técnico,Técnico,112.4,Sí,No,No,Sí,Hombre,No,21,No,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Enrolled
Soltero,1ra fase general,2,Enfermería,Diurna,Secundaria,140,Portugués,Secundaria completa,Secundaria completa,Profesional,Obrero calificado,131,Sí,No,No,Sí,Mujer,Sí,18,No,0,8,8,8,13.88125,0,0,8,8,8,13.88125,0,9.4,-0.8,-3.12,Graduate
Soltero,1ra fase general,2,Turismo,Diurna,Secundaria,127,Portugués,Grado,Básica ciclo 3,Técnico,Fuerzas armadas,130.9,Sí,No,No,Sí,Mujer,No,18,No,0,6,8,6,11.33333333,0,0,6,8,5,12.6,0,9.4,-0.8,-3.12,Graduate
Soltero,1ra fase general,1,Multimedia,Diurna,Secundaria,131,Portugués,Básica ciclo 3,Básica ciclo 3,No calificado,No calificado,134.9,Sí,No,Sí,Sí,Mujer,No,20,No,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Dropout
Soltero,2da fase,1,Trabajo social,Diurna,Secundaria,132,Portugués,Secundaria completa,Básica ciclo 3,Administrativo,No calificado,127.1,Sí,No,No,Sí,Mujer,No,19,No,0,6,7,6,12.85714286,0,0,6,7,6,13.66666667,0,13.9,-0.3,0.79,Graduate
Soltero,2da fase,5,Periodismo,Diurna,Secundaria,113,Portugués,Básica ciclo 2,Básica ciclo 2,191,175,110.2,Sí,No,Sí,Sí,Mujer,No,19,No,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
Soltero,2da fase,1,Turismo,Diurna,Secundaria,115,Portugués,Otro 11,Secundaria completa,No calificado,Técnico,108.7,Sí,No,No,Sí,Mujer,Sí,18,No,0,6,9,5,11.4,0,0,6,6,6,11.33333333,0,12.4,0.5,1.79,Graduate
Soltero,1ra fase general,1,Equinocultura,Diurna,Secundaria,133.1,Portugués,Secundaria completa,Secundaria completa,Técnico,No calificado,138,Sí,No,No,Sí,Mujer,No,20,No,0,6,11,6,13.33333333,0,0,6,10,6,13,0,16.2,0.3,-0.92,Enrolled
